,County Name,State,Date,Cases,Deaths,Series_Complete_Yes,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct,Booster_Doses_Vax_Pct
1012550,Lake County,FL,2021-12-15,55746,663,229358,62.5,71.1,31.9
1012551,Lee County,FL,2021-12-15,127007,1009,450821,58.5,67.8,31.5
1012552,Leon County,FL,2021-12-15,51313,332,157059,53.5,61.5,32.2
1012553,Levy County,FL,2021-12-15,7095,56,18538,44.7,52.0,25.3
1012554,Liberty County,FL,2021-12-15,1844,16,2762,33.1,37.8,21.7
1012555,Madison County,FL,2021-12-15,3662,45,8008,43.3,51.3,25.9
1012556,Manatee County,FL,2021-12-15,65814,689,235376,58.4,67.3,31.6
1012557,Marion County,FL,2021-12-15,57594,996,196784,53.8,60.6,34.2
1012558,Martin County,FL,2021-12-15,20504,335,97686,60.7,70.5,32.7
1012559,Miami-Dade County,FL,2021-12-15,683842,6472,2158473,79.4,95.0,20.9
1012560,Monroe County,FL,2021-12-15,10931,52,54822,73.9,87.7,26.5
1012561,Nassau County,FL,2021-12-15,15276,127,48480,54.7,62.1,32.1
1012562,Okaloosa County,FL,2021-12-15,34955,367,117229,55.6,65.4,21.1
1012563,Okeechobee County,FL,2021-12-15,7437,89,18507,43.9,50.3,21.1
1012564,Orange County,FL,2021-12-15,231979,1310,900914,64.7,76.2,23.6
1012565,Osceola County,FL,2021-12-15,73093,529,253171,67.4,80.9,19.7
1012566,Palm Beach County,FL,2021-12-15,229254,2883,937519,62.6,72.3,30.4
1012567,Pasco County,FL,2021-12-15,80464,802,305115,55.1,63.0,28.3
1012568,Pinellas County,FL,2021-12-15,136664,1671,598657,61.4,69.3,33.3
1012569,Polk County,FL,2021-12-15,130542,1387,385925,53.2,61.5,25.7
1012570,Putnam County,FL,2021-12-15,12880,160,29225,39.2,46.8,24.9
1012571,Santa Rosa County,FL,2021-12-15,32816,291,87584,47.5,56.2,25.1
1012572,Sarasota County,FL,2021-12-15,56445,844,289543,66.8,78.6,37.0
1012573,Seminole County,FL,2021-12-15,63663,516,275315,58.4,64.8,32.2
1012574,St. Johns County,FL,2021-12-15,41549,221,174578,66.0,73.0,35.2
1012575,St. Lucie County,FL,2021-12-15,48317,657,179829,54.8,63.6,29.5
1012576,Sumter County,FL,2021-12-15,14863,284,102559,77.4,86.7,44.7
1012577,Suwannee County,FL,2021-12-15,9297,140,16002,36.0,42.4,25.0
1012578,Taylor County,FL,2021-12-15,4637,48,8151,37.8,45.4,21.8
1012579,Union County,FL,2021-12-15,3088,74,5174,34.0,49.5,16.7
1012580,Volusia County,FL,2021-12-15,77710,846,312608,56.5,64.4,31.8
1012581,Wakulla County,FL,2021-12-15,6481,56,14395,42.7,51.5,27.2
1012582,Walton County,FL,2021-12-15,12108,89,33748,45.6,54.1,27.8
1012583,Washington County,FL,2021-12-15,4589,52,7838,30.8,37.6,21.4
1012584,Appling County,GA,2021-12-15,2810,107,2922,15.9,18.1,43.3
1012585,Atkinson County,GA,2021-12-15,1195,37,1603,19.6,22.4,30.7
1012586,Bacon County,GA,2021-12-15,1976,64,1585,14.2,15.5,38.6
1012587,Baker County,GA,2021-12-15,243,14,1075,35.4,40.5,30.5
1012588,Baldwin County,GA,2021-12-15,5319,199,7596,16.9,17.8,60.3
1012589,Banks County,GA,2021-12-15,2498,68,2988,15.5,16.4,41.8
1012590,Barrow County,GA,2021-12-15,13488,202,17769,21.3,21.6,39.8
1012591,Bartow County,GA,2021-12-15,15865,367,19574,18.2,19.5,43.7
1012592,Ben Hill County,GA,2021-12-15,1874,109,2567,15.4,16.8,45.3
1012593,Berrien County,GA,2021-12-15,1557,72,3776,19.5,20.8,29.6
1012594,Bibb County,GA,2021-12-15,20540,663,40812,26.6,31.4,36.4
1012595,Bleckley County,GA,2021-12-15,1108,84,1749,13.6,15.5,50.9
1012596,Brantley County,GA,2021-12-15,1909,89,2676,14.0,16.3,30.0
1012597,Brooks County,GA,2021-12-15,1410,73,5020,32.5,37.5,27.9
1012598,Bryan County,GA,2021-12-15,4693,76,13982,35.3,41.0,30.4
1012599,Bulloch County,GA,2021-12-15,8020,223,21819,27.4,32.0,27.8
1012600,Burke County,GA,2021-12-15,2325,86,9858,44.0,50.9,25.8
1012601,Butts County,GA,2021-12-15,3443,123,3931,15.8,16.7,47.5
1012602,Calhoun County,GA,2021-12-15,615,21,1506,24.3,26.1,50.4
1012603,Camden County,GA,2021-12-15,6132,97,25033,45.8,51.1,18.0
1012604,Candler County,GA,2021-12-15,1113,90,2315,21.4,22.6,41.2
1012605,Carroll County,GA,2021-12-15,10306,358,29540,24.6,27.4,32.4
1012606,Catoosa County,GA,2021-12-15,8726,122,14190,21.0,24.1,42.1
1012607,Charlton County,GA,2021-12-15,1752,57,1860,13.9,15.5,31.8
1012608,Chatham County,GA,2021-12-15,33751,726,132064,45.6,52.0,29.4
1012609,Chattahoochee County,GA,2021-12-15,5457,21,40198,95.0,95.0,0.8
1012610,Chattooga County,GA,2021-12-15,3771,108,4251,17.1,17.2,49.9
1012611,Cherokee County,GA,2021-12-15,32411,488,82674,31.9,34.8,37.1
1012612,Clarke County,GA,2021-12-15,17842,187,32954,25.7,26.6,55.8
1012613,Clay County,GA,2021-12-15,235,4,1182,41.7,48.9,29.6
1012614,Clayton County,GA,2021-12-15,36419,781,67369,23.1,25.8,34.0
1012615,Clinch County,GA,2021-12-15,1014,36,2109,31.9,37.7,15.7
1012616,Cobb County,GA,2021-12-15,88239,1442,313663,41.3,46.8,33.1
1012617,Coffee County,GA,2021-12-15,6386,244,12663,29.3,34.5,20.7
1012618,Colquitt County,GA,2021-12-15,5594,203,10204,22.4,25.0,30.8
1012619,Columbia County,GA,2021-12-15,14989,319,43972,28.1,31.4,35.0
1012620,Cook County,GA,2021-12-15,1682,65,6194,35.9,41.8,21.3
1012621,Coweta County,GA,2021-12-15,13368,393,44157,29.7,32.6,33.1
1012622,Crawford County,GA,2021-12-15,836,46,2446,19.7,22.0,35.5
1012623,Crisp County,GA,2021-12-15,1868,118,4728,21.1,23.2,43.8
1012624,Dade County,GA,2021-12-15,1895,22,3835,23.8,30.0,37.5
1012625,Dawson County,GA,2021-12-15,4296,77,3878,14.9,15.4,60.0
1012626,DeKalb County,GA,2021-12-15,82804,1393,264121,34.8,39.5,39.3
1012627,Decatur County,GA,2021-12-15,3500,109,10498,39.8,45.7,24.8
1012628,Dodge County,GA,2021-12-15,1536,134,2801,13.6,15.0,40.5
1012629,Dooly County,GA,2021-12-15,1090,62,2657,19.8,22.7,46.8
1012630,Dougherty County,GA,2021-12-15,9190,427,24295,27.6,28.1,43.9
1012631,Douglas County,GA,2021-12-15,18097,309,44776,30.6,34.4,30.6
1012632,Early County,GA,2021-12-15,1553,58,2364,23.2,24.3,45.4
1012633,Echols County,GA,2021-12-15,415,11,680,17.0,19.9,28.6
1012634,Effingham County,GA,2021-12-15,7122,175,15280,23.8,26.9,34.7
1012635,Elbert County,GA,2021-12-15,2089,92,4070,21.2,22.7,47.0
1012636,Emanuel County,GA,2021-12-15,2704,142,6932,30.6,35.3,24.9
1012637,Evans County,GA,2021-12-15,1129,54,2445,22.9,25.4,42.7
1012638,Fannin County,GA,2021-12-15,3314,115,5950,22.7,24.6,53.2
1012639,Fayette County,GA,2021-12-15,10232,247,42550,37.2,39.4,46.0
1012640,Floyd County,GA,2021-12-15,15925,403,20081,20.4,0.0,50.6
1012641,Forsyth County,GA,2021-12-15,28011,294,61488,25.2,26.3,50.5
1012642,Franklin County,GA,2021-12-15,3370,85,3874,16.6,0.0,46.0
1012643,Fulton County,GA,2021-12-15,115819,1856,342332,32.2,35.8,43.8
1012644,Gilmer County,GA,2021-12-15,3598,139,4935,15.7,15.8,75.8
1012645,Glascock County,GA,2021-12-15,187,21,472,15.9,16.6,41.6
1012646,Glynn County,GA,2021-12-15,12517,343,39496,46.3,53.2,30.1
1012647,Gordon County,GA,2021-12-15,8921,207,10284,17.7,0.0,46.5
1012648,Grady County,GA,2021-12-15,2446,91,5219,21.2,23.2,43.8
1012649,Greene County,GA,2021-12-15,2251,74,7582,41.4,46.1,35.4
1012650,Gwinnett County,GA,2021-12-15,116099,1547,310568,33.2,36.7,35.8
1012651,Habersham County,GA,2021-12-15,6626,214,9691,21.4,22.4,41.2
1012652,Hall County,GA,2021-12-15,35222,685,64433,31.5,34.8,30.0
1012653,Hancock County,GA,2021-12-15,1026,82,1398,16.5,17.1,77.4
1012654,Haralson County,GA,2021-12-15,2434,130,4904,16.5,17.5,45.1
1012655,Harris County,GA,2021-12-15,3274,96,7937,22.5,24.2,39.8
1012656,Hart County,GA,2021-12-15,2361,73,7391,28.2,33.7,32.6
1012657,Heard County,GA,2021-12-15,1062,42,1797,15.1,15.2,35.3
1012658,Henry County,GA,2021-12-15,29970,525,54390,23.2,25.2,39.9
1012659,Houston County,GA,2021-12-15,16310,418,59830,37.9,46.8,23.6
1012660,Irwin County,GA,2021-12-15,910,42,1463,15.5,16.9,39.3
1012661,Jackson County,GA,2021-12-15,13258,228,19247,26.4,28.2,36.7
1012662,Jasper County,GA,2021-12-15,1067,59,2529,17.8,19.5,40.0
1012663,Jeff Davis County,GA,2021-12-15,1819,61,1929,12.8,14.3,41.8
1012664,Jefferson County,GA,2021-12-15,1867,91,5317,34.6,37.2,32.4
1012665,Jenkins County,GA,2021-12-15,896,60,2094,24.1,26.5,34.1
1012666,Johnson County,GA,2021-12-15,1029,64,1704,17.7,20.5,41.7
1012667,Jones County,GA,2021-12-15,2651,99,7537,26.2,29.3,34.4
1012668,Lamar County,GA,2021-12-15,2332,99,2973,15.6,16.9,61.4
1012669,Lanier County,GA,2021-12-15,788,17,1305,12.5,14.3,38.3
1012670,Laurens County,GA,2021-12-15,5931,258,12609,26.5,30.6,33.6
1012671,Lee County,GA,2021-12-15,2688,82,6360,21.2,21.4,47.6
1012672,Liberty County,GA,2021-12-15,6709,132,26885,43.8,50.4,12.5
1012673,Lincoln County,GA,2021-12-15,708,33,1741,22.0,23.8,41.0
1012674,Long County,GA,2021-12-15,1411,29,1663,8.5,9.9,39.6
1012675,Lowndes County,GA,2021-12-15,11183,325,33097,28.2,30.9,25.1
1012676,Lumpkin County,GA,2021-12-15,4621,110,4373,13.0,0.0,62.4
1012677,Macon County,GA,2021-12-15,851,46,2830,21.9,23.9,46.1
1012678,Madison County,GA,2021-12-15,4304,81,7330,24.5,25.6,43.3
1012679,Marion County,GA,2021-12-15,676,41,1620,19.4,22.1,48.0
1012680,McDuffie County,GA,2021-12-15,2310,78,4424,20.8,22.6,37.1
1012681,McIntosh County,GA,2021-12-15,1402,33,5235,36.4,40.7,30.2
1012682,Meriwether County,GA,2021-12-15,2257,121,5505,26.0,28.6,33.5
1012683,Miller County,GA,2021-12-15,1003,24,1395,24.4,26.4,57.6
1012684,Mitchell County,GA,2021-12-15,2198,101,5251,24.0,25.7,43.2
1012685,Monroe County,GA,2021-12-15,2839,153,3970,14.4,14.8,64.2
1012686,Montgomery County,GA,2021-12-15,1153,45,2189,23.9,27.2,29.6
1012687,Morgan County,GA,2021-12-15,1950,49,4812,25.0,26.0,45.6
1012688,Murray County,GA,2021-12-15,6483,149,7198,18.0,18.3,45.7
1012689,Muscogee County,GA,2021-12-15,21457,668,67199,34.3,40.7,25.5
1012690,Newton County,GA,2021-12-15,11640,367,21934,19.6,21.1,44.7
1012691,Oconee County,GA,2021-12-15,4607,82,12120,30.1,30.1,58.2
1012692,Oglethorpe County,GA,2021-12-15,1758,43,4276,28.0,30.4,41.7
1012693,Paulding County,GA,2021-12-15,17244,350,36603,21.7,23.5,31.9
1012694,Peach County,GA,2021-12-15,2721,115,4685,17.0,19.3,57.9
1012695,Pickens County,GA,2021-12-15,3710,123,5585,17.1,17.1,75.3
1012696,Pierce County,GA,2021-12-15,2144,106,4939,25.4,29.7,21.6
1012697,Pike County,GA,2021-12-15,1916,72,3096,16.3,16.9,50.5
1012698,Polk County,GA,2021-12-15,6538,164,7486,17.6,18.9,50.7
1012699,Pulaski County,GA,2021-12-15,906,67,1928,17.3,20.5,54.7
1012700,Putnam County,GA,2021-12-15,2681,88,3470,15.7,16.6,59.6
1012701,Quitman County,GA,2021-12-15,123,4,302,13.1,16.0,45.1
1012702,Rabun County,GA,2021-12-15,2222,76,4898,28.6,31.0,43.7
1012703,Randolph County,GA,2021-12-15,616,44,1459,21.5,24.5,53.9
1012704,Richmond County,GA,2021-12-15,27119,747,73652,36.4,41.4,24.2
1012705,Rockdale County,GA,2021-12-15,9371,252,19104,21.0,21.8,57.8
1012706,Schley County,GA,2021-12-15,348,8,1100,20.9,0.0,37.9
1012707,Screven County,GA,2021-12-15,1363,62,5205,37.3,42.1,32.3
1012708,Seminole County,GA,2021-12-15,1224,26,1585,19.6,21.4,53.0
1012709,Spalding County,GA,2021-12-15,7023,331,12230,18.3,18.7,53.2
1012710,Stephens County,GA,2021-12-15,4637,122,4193,16.2,16.3,63.7
1012711,Stewart County,GA,2021-12-15,1415,30,1347,20.3,22.8,35.2
1012712,Sumter County,GA,2021-12-15,2850,141,12026,40.7,45.3,32.3
1012713,Talbot County,GA,2021-12-15,594,29,1956,31.6,34.4,34.7
1012714,Taliaferro County,GA,2021-12-15,130,3,373,24.3,24.9,64.8
1012715,Tattnall County,GA,2021-12-15,2712,115,4029,15.9,17.1,46.4
1012716,Taylor County,GA,2021-12-15,769,40,2426,30.2,34.6,34.3
1012717,Telfair County,GA,2021-12-15,969,75,3116,19.6,22.5,29.1
1012718,Terrell County,GA,2021-12-15,835,58,2549,29.9,31.3,46.6
1012719,Thomas County,GA,2021-12-15,6089,182,11660,26.2,29.2,47.3
1012720,Tift County,GA,2021-12-15,4907,186,9154,22.5,26.4,37.6
1012721,Toombs County,GA,2021-12-15,4438,177,6100,22.7,24.8,38.0
1012722,Towns County,GA,2021-12-15,1591,84,1988,16.5,0.0,91.9
1012723,Treutlen County,GA,2021-12-15,892,54,1230,17.8,21.3,37.8
1012724,Troup County,GA,2021-12-15,8707,326,16141,23.1,24.1,31.0
1012725,Turner County,GA,2021-12-15,817,50,1903,23.8,26.4,33.0
1012726,Twiggs County,GA,2021-12-15,761,62,1294,15.9,17.8,48.0
1012727,Union County,GA,2021-12-15,3247,130,4337,17.7,0.0,73.8
1012728,Upson County,GA,2021-12-15,2764,190,9922,37.7,41.8,34.7
1012729,Walker County,GA,2021-12-15,10008,168,17954,25.7,30.9,31.9
1012730,Walton County,GA,2021-12-15,11437,355,23405,24.7,26.6,34.7
1012731,Ware County,GA,2021-12-15,4575,251,8857,24.8,28.8,29.2
1012732,Warren County,GA,2021-12-15,517,26,1017,19.4,21.9,54.6
1012733,Washington County,GA,2021-12-15,2374,124,3451,16.9,19.3,55.8
1012734,Wayne County,GA,2021-12-15,4401,176,9713,32.5,37.0,24.6
1012735,Webster County,GA,2021-12-15,178,6,547,21.0,22.8,53.0
1012736,Wheeler County,GA,2021-12-15,617,36,935,11.9,13.7,45.8
1012737,White County,GA,2021-12-15,4603,133,4179,13.6,0.0,74.3
1012738,Whitfield County,GA,2021-12-15,19680,356,25515,24.4,26.8,37.6
1012739,Wilcox County,GA,2021-12-15,643,62,1397,16.2,18.6,39.4
1012740,Wilkes County,GA,2021-12-15,898,38,1943,19.9,20.4,45.6
1012741,Wilkinson County,GA,2021-12-15,1112,47,2179,24.3,27.1,49.9
1012742,Worth County,GA,2021-12-15,1776,96,3909,19.3,20.7,46.4
1012747,Adair County,IA,2021-12-15,1260,43,3360,47.0,50.6,47.4
1012748,Adams County,IA,2021-12-15,618,11,1897,52.7,57.1,46.7
1012749,Allamakee County,IA,2021-12-15,2225,56,6884,50.3,55.8,42.8
1012750,Appanoose County,IA,2021-12-15,2212,58,5529,44.5,48.6,44.0
1012751,Audubon County,IA,2021-12-15,816,17,3087,56.2,58.9,47.4
1012752,Benton County,IA,2021-12-15,4422,62,14089,54.9,58.9,42.3
1012753,Black Hawk County,IA,2021-12-15,23329,394,74538,56.8,61.6,40.3
1012754,Boone County,IA,2021-12-15,4149,44,15902,60.6,64.9,42.1
1012755,Bremer County,IA,2021-12-15,4218,74,14232,56.8,61.0,46.1
1012756,Buchanan County,IA,2021-12-15,3379,43,10785,50.9,54.5,41.9
1012757,Buena Vista County,IA,2021-12-15,5120,49,12432,63.4,68.3,26.6
1012758,Butler County,IA,2021-12-15,2502,47,7903,54.7,58.2,44.7
1012759,Calhoun County,IA,2021-12-15,2044,20,5464,56.5,60.4,46.8
1012760,Carroll County,IA,2021-12-15,3827,57,11868,58.9,62.4,43.2
1012761,Cass County,IA,2021-12-15,2422,69,7118,55.5,59.6,47.3
1012762,Cedar County,IA,2021-12-15,2841,27,10648,57.2,61.1,43.4
1012763,Cerro Gordo County,IA,2021-12-15,8608,133,25388,59.8,64.9,42.2
1012764,Cherokee County,IA,2021-12-15,2257,48,5673,50.5,54.4,42.7
1012765,Chickasaw County,IA,2021-12-15,1997,23,6161,51.6,55.2,44.6
1012766,Clarke County,IA,2021-12-15,1713,29,4859,51.7,55.8,39.8
1012767,Clay County,IA,2021-12-15,3050,38,7921,49.5,53.7,40.7
1012768,Clayton County,IA,2021-12-15,2645,62,8050,45.9,49.8,39.5
1012769,Clinton County,IA,2021-12-15,8653,118,23770,51.2,56.7,37.8
1012770,Crawford County,IA,2021-12-15,3653,49,8549,50.8,54.9,35.1
1012771,Dallas County,IA,2021-12-15,16214,117,58107,62.2,67.9,40.9
1012772,Davis County,IA,2021-12-15,1310,25,3132,34.8,37.3,42.5
1012773,Decatur County,IA,2021-12-15,1115,15,3023,38.4,42.4,43.8
1012774,Delaware County,IA,2021-12-15,3203,56,8754,51.5,54.8,41.4
1012775,Des Moines County,IA,2021-12-15,7296,110,18875,48.4,52.9,42.4
1012776,Dickinson County,IA,2021-12-15,3288,57,9516,55.1,61.2,42.4
1012777,Dubuque County,IA,2021-12-15,19963,254,59498,61.1,65.6,45.8
1012778,Emmet County,IA,2021-12-15,1881,47,4528,49.2,53.5,39.8
1012779,Fayette County,IA,2021-12-15,3041,57,10199,51.9,55.4,44.8
1012780,Floyd County,IA,2021-12-15,2721,52,7894,50.5,54.2,45.4
1012781,Franklin County,IA,2021-12-15,1956,34,5107,50.7,54.4,40.0
1012782,Fremont County,IA,2021-12-15,1023,15,3378,48.5,53.5,38.6
1012783,Greene County,IA,2021-12-15,1322,18,4927,55.4,59.6,43.3
1012784,Grundy County,IA,2021-12-15,1952,37,7198,58.8,63.1,43.1
1012785,Guthrie County,IA,2021-12-15,1785,40,5966,55.8,59.9,45.1
1012786,Hamilton County,IA,2021-12-15,2697,59,8799,59.6,64.0,44.1
1012787,Hancock County,IA,2021-12-15,2342,41,5011,47.1,50.4,42.2
1012788,Hardin County,IA,2021-12-15,3042,55,8994,53.4,56.9,43.0
1012789,Harrison County,IA,2021-12-15,2566,81,6864,48.9,54.7,29.5
1012790,Henry County,IA,2021-12-15,4340,56,10158,50.9,55.2,43.7
1012791,Howard County,IA,2021-12-15,1608,24,4450,48.6,52.8,40.2
1012792,Humboldt County,IA,2021-12-15,1973,33,4528,47.4,50.8,38.8
1012793,Ida County,IA,2021-12-15,1401,41,3221,47.0,50.3,40.4
1012794,Iowa County,IA,2021-12-15,2469,36,9708,60.0,64.0,41.6
1012795,Jackson County,IA,2021-12-15,3546,49,9768,50.2,53.4,46.0
1012796,Jasper County,IA,2021-12-15,6587,91,20638,55.5,59.9,43.6
1012797,Jefferson County,IA,2021-12-15,2433,44,8369,45.7,50.1,39.5
1012798,Johnson County,IA,2021-12-15,21051,111,104547,69.2,75.8,45.7
1012799,Jones County,IA,2021-12-15,4313,67,11521,55.7,59.6,45.1
1012800,Keokuk County,IA,2021-12-15,1584,40,4547,44.4,48.0,41.5
1012801,Kossuth County,IA,2021-12-15,3099,80,7350,49.6,53.5,41.2
1012802,Lee County,IA,2021-12-15,6193,108,16211,48.2,53.1,38.3
1012803,Linn County,IA,2021-12-15,34929,436,142413,62.8,68.5,45.0
1012804,Louisa County,IA,2021-12-15,1888,53,5468,49.6,53.2,34.8
1012805,Lucas County,IA,2021-12-15,1317,28,3743,43.5,46.4,46.7
1012806,Lyon County,IA,2021-12-15,2175,42,4543,38.6,43.3,33.5
1012807,Madison County,IA,2021-12-15,2453,25,8378,51.3,55.5,41.9
1012808,Mahaska County,IA,2021-12-15,3886,67,9172,41.5,45.3,40.1
1012809,Marion County,IA,2021-12-15,5874,102,16751,50.4,54.3,41.5
1012810,Marshall County,IA,2021-12-15,6937,94,24131,61.3,66.6,37.7
1012811,Mills County,IA,2021-12-15,2377,30,7687,50.9,57.1,36.0
1012812,Mitchell County,IA,2021-12-15,1933,46,4920,46.5,49.5,49.0
1012813,Monona County,IA,2021-12-15,1301,40,4452,51.7,54.8,38.5
1012814,Monroe County,IA,2021-12-15,1499,42,3380,43.9,47.1,43.7
1012815,Montgomery County,IA,2021-12-15,1667,48,5273,53.2,58.7,40.2
1012816,Muscatine County,IA,2021-12-15,6963,118,24424,57.2,62.5,34.6
1012817,O'Brien County,IA,2021-12-15,2592,67,6625,48.2,51.5,41.2
1012818,Osceola County,IA,2021-12-15,1088,18,2580,43.3,46.2,40.8
1012819,Page County,IA,2021-12-15,2830,35,7589,50.2,55.4,40.7
1012820,Palo Alto County,IA,2021-12-15,1580,32,4276,48.1,51.8,44.0
1012821,Plymouth County,IA,2021-12-15,5088,89,12477,49.6,53.0,37.3
1012822,Pocahontas County,IA,2021-12-15,1259,25,3322,50.2,54.0,40.0
1012823,Polk County,IA,2021-12-15,85421,838,309375,63.1,69.7,39.6
1012824,Pottawattamie County,IA,2021-12-15,16985,230,49721,53.3,60.6,34.8
1012825,Poweshiek County,IA,2021-12-15,2560,44,10353,56.0,62.1,44.4
1012826,Ringgold County,IA,2021-12-15,845,31,2432,49.7,53.5,60.5
1012827,Sac County,IA,2021-12-15,1827,26,4881,50.2,53.7,43.8
1012828,Scott County,IA,2021-12-15,28855,305,97731,56.5,65.4,36.1
1012829,Shelby County,IA,2021-12-15,2102,44,6460,56.4,60.4,44.8
1012830,Sioux County,IA,2021-12-15,6392,77,13781,39.5,42.5,28.3
1012831,Story County,IA,2021-12-15,14439,60,58240,60.0,64.9,41.7
1012832,Tama County,IA,2021-12-15,2953,78,9939,59.0,63.5,41.2
1012833,Taylor County,IA,2021-12-15,1047,17,2735,44.7,47.9,45.3
1012834,Union County,IA,2021-12-15,2100,42,5975,48.8,52.8,44.9
1012835,Van Buren County,IA,2021-12-15,1010,24,2834,40.2,43.5,41.2
1012836,Wapello County,IA,2021-12-15,6869,153,16368,46.8,50.6,35.4
1012837,Warren County,IA,2021-12-15,9040,109,29087,56.5,61.6,41.3
1012838,Washington County,IA,2021-12-15,4115,66,11858,54.0,58.5,41.8
1012839,Wayne County,IA,2021-12-15,925,26,2560,39.7,43.1,47.3
1012840,Webster County,IA,2021-12-15,7792,128,19518,54.4,59.1,41.2
1012841,Winnebago County,IA,2021-12-15,2372,40,5176,50.0,54.0,40.7
1012842,Winneshiek County,IA,2021-12-15,2859,44,11855,59.3,64.0,49.8
1012843,Woodbury County,IA,2021-12-15,21345,276,54414,52.8,58.8,30.7
1012844,Worth County,IA,2021-12-15,1292,10,3631,49.2,53.0,45.7
1012845,Wright County,IA,2021-12-15,2806,54,6832,54.4,58.5,44.1
1012846,Ada County,ID,2021-12-15,87113,850,260317,54.1,59.5,40.1
1012847,Adams County,ID,2021-12-15,556,14,1716,40.0,43.5,35.4
1012848,Bannock County,ID,2021-12-15,14482,208,38778,44.2,49.7,34.6
1012849,Bear Lake County,ID,2021-12-15,745,15,2525,41.2,45.8,29.9
1012850,Benewah County,ID,2021-12-15,1643,29,4260,45.8,53.9,32.1
1012851,Bingham County,ID,2021-12-15,7299,131,19145,40.9,45.6,28.7
1012852,Blaine County,ID,2021-12-15,3249,27,16140,70.1,78.9,40.7
1012853,Boise County,ID,2021-12-15,831,11,2428,31.0,36.0,31.9
1012854,Bonner County,ID,2021-12-15,6653,139,17771,38.9,43.9,39.5
1012855,Bonneville County,ID,2021-12-15,22009,244,52688,44.3,49.0,30.8
1012856,Boundary County,ID,2021-12-15,1729,49,3817,31.2,34.3,33.9
1012857,Butte County,ID,2021-12-15,388,5,1128,43.4,48.1,30.0
1012858,Camas County,ID,2021-12-15,108,1,439,39.7,42.3,37.1
1012859,Canyon County,ID,2021-12-15,44288,594,89293,38.8,43.6,29.9
1012860,Caribou County,ID,2021-12-15,1077,23,2511,35.1,37.6,34.2
1012861,Cassia County,ID,2021-12-15,4032,43,8068,33.6,39.4,24.1
1012862,Clark County,ID,2021-12-15,90,0,297,35.1,39.2,25.3
1012863,Clearwater County,ID,2021-12-15,1733,27,3408,38.9,43.8,37.3
1012864,Custer County,ID,2021-12-15,406,6,1854,43.0,47.3,40.6
1012865,Elmore County,ID,2021-12-15,4432,52,11058,40.2,56.1,21.4
1012866,Franklin County,ID,2021-12-15,1808,26,5283,38.1,43.2,26.1
1012867,Fremont County,ID,2021-12-15,1695,18,5078,38.8,44.0,26.8
1012868,Gem County,ID,2021-12-15,2935,70,6489,35.8,40.7,33.2
1012869,Gooding County,ID,2021-12-15,2388,44,5702,37.6,42.4,29.6
1012870,Idaho County,ID,2021-12-15,2349,39,4639,27.8,31.0,34.9
1012871,Jefferson County,ID,2021-12-15,4556,52,10544,35.3,39.4,24.3
1012872,Jerome County,ID,2021-12-15,4444,55,9211,37.7,42.5,28.4
1012873,Kootenai County,ID,2021-12-15,31509,472,67229,40.6,46.4,32.6
1012874,Latah County,ID,2021-12-15,4821,41,20741,51.7,58.1,33.8
1012875,Lemhi County,ID,2021-12-15,992,21,3399,42.3,47.4,43.7
1012876,Lewis County,ID,2021-12-15,850,23,1772,46.2,53.7,33.4
1012877,Lincoln County,ID,2021-12-15,767,14,1924,35.9,40.1,28.8
1012878,Madison County,ID,2021-12-15,9241,42,18355,46.0,53.7,14.6
1012879,Minidoka County,ID,2021-12-15,3283,52,7449,35.4,40.4,25.6
1012880,Nez Perce County,ID,2021-12-15,6509,107,20100,49.7,58.5,27.7
1012881,Oneida County,ID,2021-12-15,597,10,1769,39.0,44.2,39.2
1012882,Owyhee County,ID,2021-12-15,1728,41,3589,30.4,34.7,27.1
1012883,Payette County,ID,2021-12-15,4297,72,6899,28.8,32.8,27.0
1012884,Power County,ID,2021-12-15,1116,17,3322,43.2,47.5,33.4
1012885,Shoshone County,ID,2021-12-15,2197,66,5091,39.5,43.6,41.4
1012886,Teton County,ID,2021-12-15,1782,7,6701,55.2,65.0,33.8
1012887,Twin Falls County,ID,2021-12-15,16765,240,36640,42.2,46.5,33.4
1012888,Valley County,ID,2021-12-15,1611,13,6211,54.5,60.9,42.2
1012889,Washington County,ID,2021-12-15,1937,47,3733,36.6,41.0,30.8
